,Alletra Diamond Grand Hotel,ProLiant Towers,Aruba Luxury Lodge,InfoSight Boutique Hotel,Primera Grand,dHCI Executive Boutique Hotel,ProLiant Haven,Apollo Executive Beach Resort,Aruba Lodge,Alletra Haven,dHCI Platinum Beach Resort,GreenLake Platinum Heritage Inn,Pointnext Signature Residences & Suites,ProLiant Place,Synergy Golden Grand Hotel,Alletra Resort,GreenLake Digital Business Suites,Apollo Resort & Spa,Nimble Inn,Ezmeral Grand Hotel,Alletra Boutique Hotel,Simplivity Golden Plaza Hotel,Cray Villas,Apollo Diamond Suites,Apollo Towers
2025-01-11,52.669246488478905,53.9352981398639,53.34209760826667,57.90140036433361,53.87076544147432,57.43761022503543,53.77506650260162,55.96913683170057,55.36403115691179,56.279216104020236,53.01486800586545,57.6812124782165,56.47726451120765,57.24047679691234,57.75825250882879,56.161916466259655,55.57481837150063,54.91309311563508,57.3309989752807,54.902323213449804,56.958297404666396,55.58774960054545,57.76360549559793,54.184321955582604,55.640707270415625
2025-01-12,53.97910362617855,53.51599488619268,54.09755544481858,57.931847386810205,53.33009561648117,57.30795169223026,55.86981765676696,58.03662624233383,55.38361191931058,56.63025011450617,54.25216211378544,56.514747092124495,56.4524843734178,57.42421168722142,55.938862030786666,57.71998794718971,54.910883007685314,54.36235294168032,58.061967768041015,55.321903308510876,58.518463877731065,55.270064201942596,57.48617350526129,53.903623481436796,56.77597555133788
2025-01-13,46.17199108241827,46.03899927410552,45.59342902491284,46.67407314988552,43.32955767003646,48.94254796515807,45.61934777277115,48.04823738582119,45.452970203967176,45.969688657603015,43.85284794707351,46.51923653311877,46.551969829809735,48.96392048925329,45.398534926716245,45.623344869068966,45.156075712774495,45.52984832335884,48.3066767221481,46.39907965418177,47.91099527079824,44.06449538312141,49.7980734288482,43.68827016314054,48.65284579710914
2025-01-14,46.11820962305015,45.21666718508479,47.340443762581344,48.15695196419179,44.387554674596466,49.72950153692469,47.466610353885685,47.54462986217583,45.1339939834465,46.439274651535754,45.00536361168071,45.579496835720036,46.742986548297004,47.620129410419864,44.0912212914876,45.742482432673754,46.595355358785056,45.78674925209357,49.10322072069011,46.1293521859827,47.11008988704481,45.04040968514295,49.679830759232885,43.48530330851098,48.55573345900719
2025-01-15,45.89337051706392,44.86117465683064,45.80303758856708,47.899697006837116,44.96748080483434,48.91024582336086,46.44391751750945,47.02664286853772,44.96040522517252,44.866614274735724,44.85717813148134,44.204811808331485,46.52696751395223,48.246856385434896,45.43513960139272,45.92898671685582,45.03626411747956,44.149154357706564,49.72609612690072,46.72420969723342,46.0718389824376,45.382417111294,48.4813509222669,43.95240797084399,47.29021236061055
2025-01-16,45.43464923593144,46.00412436980842,45.71777483775089,47.3301757636557,44.382308068055764,47.700249711201096,45.98118342838699,46.492307936057514,46.34266396690348,46.44642715682761,44.00631154739672,45.14212550314983,46.046903350092194,48.1854308838175,46.99788884019529,47.018660953594654,46.09067185063462,44.93424770539346,48.94429476984239,46.13603981709121,46.23784219838894,45.47992256910056,48.878322842011826,44.31975380015977,47.79735817377944
2025-01-17,46.118932006962226,45.57448962027558,44.807473067134694,48.06060047957324,45.54342993712403,46.69315345836615,44.95728141452902,46.617409512916865,44.31022221773018,45.7228064568435,44.090679689725974,44.664008947984,44.983810272187924,47.89878734650931,47.09168034510479,47.24494988004337,46.17169714017491,45.298641967417424,48.80093430110165,46.962600666543935,45.01018343618446,44.174060418848626,47.78398849927433,44.03803245396776,46.94902516311251
2025-01-18,55.748715795743436,56.09642837992092,53.80673780075717,59.35126420975188,54.954685100898686,57.51260655516471,53.78510454458481,56.87786889551351,54.43374778175913,57.05200353247554,52.99114153869721,57.23906465348256,54.87007239913372,57.98968907728375,56.45460784753328,55.65773451797804,58.35130891883992,53.6890795317499,57.36173059607521,56.49568805976846,54.15898710853582,54.43401689489813,58.82866080506633,53.08454764650008,56.127076640340135
2025-01-19,57.00588889994769,54.6984065838025,53.564558004914865,59.602964292073956,55.163639985072926,57.17207475567825,55.26346810667505,58.111140251764496,54.05269713161417,57.53738288858901,53.917030459382026,55.990383876281676,54.030137906591804,57.20633343238597,54.54645527267462,56.60983168317476,57.749425791398735,52.49178904460783,57.07187148374969,57.10108344479273,55.70590314659738,53.68922544316567,58.38622357205812,52.89472864219922,56.5429096452406
2025-01-20,48.33884547035443,46.520836269821174,43.990172169942774,48.21823216479139,44.93460592403717,48.692887544057136,44.614727469868924,47.28652751713838,43.98960925613268,47.305983510514594,42.82240654248113,46.567217430952326,43.693898697968464,47.63507430613394,44.62440490970144,44.27707034320413,47.265232759605325,43.38593844314763,46.46591498722316,47.770090332273156,45.198270747184985,42.48906587295308,50.03496356384786,42.773368179938934,47.31186191571019
2025-01-21,47.1923381645136,45.525699389903885,44.834994627399766,49.21890174066996,44.81855176890538,49.385564003458704,46.446597869269766,46.09383246799371,43.672235523996434,48.068366070793054,43.14834979987224,46.57922483371782,43.83790873394662,45.41080990356474,44.09511867974243,44.384803254655594,47.727268030773374,43.84572184918527,46.947801798928694,46.74775203540701,44.91598680492433,43.77647966674547,49.08094073198201,42.480003584695936,46.4442554141913
2025-01-22,46.22955448723531,45.28636014472928,42.90132944399471,48.18434068923982,44.13733879740026,48.4324169668667,45.77256404811318,45.07179622488801,43.45790376301794,46.26590259577151,42.505923418453236,45.87844084651168,43.90204701906269,45.56409596859347,45.72577520377311,44.529160946851576,45.513144499385994,42.658514887470645,47.92786928443027,46.69237532642053,44.818268485120484,44.53525592445372,47.361239238650626,42.71764682368283,45.19850298494926
2025-01-23,45.506836185069346,46.34598510546816,43.09119862815138,46.64461354899165,43.11387327937804,47.0426173237195,45.77111940432175,44.14455598331432,44.723375219000715,47.05314204398949,41.77997200313554,46.61500141883478,43.92735808145015,45.29438589826705,46.91578673692608,45.53646757477019,46.365551451908914,43.8377389972984,47.938207789385714,45.81426391971043,45.93910952771394,45.043834091540916,47.679302311973686,42.935276403576445,46.28591259330239
2025-01-24,46.048463159435514,45.355631289849704,42.943529255029404,46.363680489696364,44.79916472560179,45.82892651937851,44.96129944296467,43.93612065809957,42.62678710288161,45.31841717574963,42.43782192010976,44.99403224466549,43.455086113035684,44.797626538664815,46.39208155214821,45.950820254866464,46.38138670240413,44.45074587521276,48.56642634175344,46.58227653175092,45.153251761237186,44.15847045045625,46.57350585785335,42.75531473485047,45.89108734516576
2025-01-25,55.28248536445871,55.04534244906237,52.76796360116065,56.80257875249843,54.96000431409974,56.41986002041757,53.52554234537446,54.01029151806965,52.88354861736098,55.90170130818779,51.83656008706683,56.0358792523798,53.84569276547659,54.60015951943035,55.41938341710515,55.13074249402947,58.28291931970011,53.121227112416356,57.52486125688256,55.93913379343001,54.01980169706676,54.87621765287855,57.186658847124164,52.11858467353873,54.89826442796739
2025-01-26,55.94048838090437,53.07522404061926,53.06405088670343,56.55892604018676,55.230515136585,55.8204882848285,54.340336167220215,55.386310299495925,52.84242588506332,56.20535018758817,52.732281987896116,53.64814906252376,53.265220149483575,53.68132375707834,53.53932715304575,57.31791750786174,57.20293432299398,52.45534984949854,57.22350924863114,56.049566522417166,54.849946888109834,54.53370382567962,55.833826514440894,52.27330694139047,54.667931005697355
2025-01-27,46.940527597995356,44.99327006306214,43.71174319773814,45.13308081935861,44.13349444610007,47.070285331709755,42.98358141576156,45.120911226506124,43.19882267089159,46.316119966031536,41.07897288333596,43.94607793709471,42.87503748910764,44.45277528870755,43.57779713590344,46.078962955890624,46.39558798210183,44.11897904163721,46.42601666312204,46.07053264414935,43.74701847663121,43.46980668927687,46.60680130859442,42.40177531914364,44.94877653641723
2025-01-28,46.15790071231983,44.69889828490177,44.7090358224705,46.4763644858721,42.86474146588813,47.55099054516842,44.462749505896795,44.74918727341564,43.26076314621007,47.66830295935322,40.78032182332021,44.418556315644594,42.721751496041335,43.121187760863435,42.50213753439269,46.4324409585799,46.98266345013667,45.27707057493879,46.78483372080218,44.6392636575284,43.37675598844615,44.46615092408639,45.46877118923352,42.35510003980541,44.247473296945465
2025-01-29,46.17510945796645,45.28508401847374,43.10145087452046,45.95225715293901,41.68261313474176,46.540039518891916,43.96754535767552,44.47258013341893,43.40406739615604,46.425989454551896,40.004546811299065,44.41385187493286,42.42118853679188,44.39428940801968,43.205972462328745,45.73256429668932,45.21096742474493,44.32630348400035,47.77432831266886,44.66393901909254,43.66338045738924,44.585317231693416,44.44071201631026,43.05827197331756,43.69690532411549
2025-01-30,46.436026120150146,46.78456881209118,43.787458916662445,44.844454961248196,41.210112498508124,45.29817654167701,44.527883507187866,43.93619463682463,45.13316631244203,47.62438903155511,39.863052978899795,45.6466154141672,42.191533700613334,44.973910949438576,43.8156709227498,45.256388379240406,46.33508307464383,45.1097173248406,47.805674888768266,44.21283351285178,45.31630115034169,44.453541657392236,45.81658956964755,44.05765388688549,45.37330522872757
2025-01-31,47.293403026768864,45.68351214401639,44.07277872380024,44.771556050483454,44.06334440684341,44.403977803054836,44.32332010176477,43.75358662926448,43.67229118450797,46.17025864551614,41.587172152147076,44.24020995357639,41.65032985624546,44.774380946983825,43.779381466118224,44.368120314414774,46.06010344831047,44.87432719163482,48.319251121611615,45.32955845723715,44.94285349517571,43.35122413451218,45.333997852964245,44.765065508968604,44.91597644548365
2025-02-01,55.988082012812065,54.94688068196224,54.045676733063864,55.208377649065554,55.20090858516188,55.393313645073036,53.25846798935014,53.724995309746504,54.60100189806259,56.93216476228345,52.06757853686679,55.389412318632864,52.11239751059534,54.45839441504971,54.36589207328928,53.01333453156663,57.2141423534918,52.63861455701217,56.99037808321491,54.621671570994714,54.10553386217003,54.49341790269175,55.71158747223596,54.687707230652336,53.269647081349795
2025-02-02,55.675065559778844,52.60035622651759,54.20785056686033,54.88001004666664,55.80820100732736,55.19256686812732,54.16492878629612,55.10887846862248,54.977793869917264,57.26783806722143,53.713349479611516,53.113615502851594,51.64765028432195,53.38594290943817,54.27065601945955,55.42104924471372,55.47589075049929,51.35993632786766,56.2920929016833,54.30888498259047,55.284646231923,55.073419632394526,53.544908274145286,54.72777329372408,52.41050801176029
2025-02-03,45.91843811786289,44.37265513758119,44.63168789245023,43.42889840065829,44.61669752101645,46.82131272112451,42.781590276923446,44.96364514572586,45.2701487380656,47.184748583266206,42.40762784207985,43.39471584550931,41.36807514411484,44.2124528881802,45.245109471826254,44.70269832899437,44.600557144049574,42.85107031735079,45.04423329023264,43.95216685453187,44.64278965888335,45.017038311547225,43.614235348750874,44.09021028343972,42.70054645029181
2025-02-04,44.932014512683715,44.075806837059204,45.460653051570816,44.890381387617495,43.31692181178562,47.669953397622606,44.30986268146269,44.5883019993274,44.81848955529485,48.10520540249538,42.138845084199815,43.49033567279647,41.35560866210445,43.02847724488089,43.810045104541004,45.46825538082647,45.705476148003314,44.24909055569682,44.89793515072152,42.604409331662936,44.66517498135231,46.68594582192087,42.35683638595104,43.027924099239726,42.7261400888212
2025-02-05,45.13457098478963,44.623572059686104,43.65511512210101,44.6464176566145,42.34533901515967,46.979053140438154,44.00816085090581,43.967951818974974,44.287025497670435,46.296962723392454,41.11097242479754,42.73920060324973,41.29837967309902,44.21504890001573,43.37877633731031,45.05665124554435,44.531641266522314,43.8669647936687,45.351484422978764,43.27291140019413,45.025186513742646,46.950609085825306,41.693586095320114,42.97625363827341,43.15056217094842
2025-02-06,45.57795345394476,45.99602331610436,43.88176420119835,43.96372979545757,41.99648993020729,45.89438084515113,44.82954155262785,42.83455799761493,45.5147767212856,46.96035056151721,40.38245188480289,43.215844924858004,41.44421102570554,44.314189947873885,43.09234958163536,45.02399408103206,45.79692150250783,45.456724385994605,44.98756879975373,43.76649416213503,46.409417771852844,46.52574778738125,43.460656641242664,43.77511167477978,45.512819541733464
2025-02-07,46.42245625282595,44.79013031590734,43.364350264954496,44.4228338712165,44.466732790002695,44.86562530290145,44.83715519578247,42.225739263455736,43.87576196905731,45.13477436718337,41.209346855670844,41.563922112875446,41.366275353930384,43.48555792526795,43.062031688034025,44.90620878754118,45.13088766419894,46.10673129222287,45.556208129916484,45.75607138603692,45.732598415628416,44.93769069638587,43.121612192240185,44.78915689599081,45.33739143304727
2025-02-08,55.06494890518348,54.09282732486956,52.47954890857028,55.4209409667026,54.773815609704144,55.4082618652636,53.896244446962335,52.42499335747048,54.86252251495216,55.75203870203784,50.75231285136726,53.2570345195212,52.306726233865575,52.900440267352565,54.39827489440762,54.438993502502456,55.79513291582338,54.559793385986616,54.980653274031766,55.644236547162215,54.95601707101259,55.63788916227493,53.61408896519271,55.2771655588548,53.903483948137804
2025-02-09,54.91382507423967,51.916062010724836,52.28375388546966,55.55270929029892,54.73605499928294,54.608718324743066,54.89949357279649,54.86128806974021,55.36563770339664,56.20456494183898,51.87364931391739,52.11732856256533,52.30737485308793,52.28491157392734,55.09928647863102,57.40058154164176,53.975808693655026,53.47587626409905,55.67431845721937,55.68174934564258,56.66962802733484,55.9595166436893,52.01052322717694,55.926658187278875,53.539206376216136
2025-02-10,45.52988187432608,43.87318390443139,43.282679162909645,44.31779654685661,43.75389773363329,45.766071547907686,43.674554206120305,46.295678790666855,45.801503764802064,46.54808421820337,40.798371972983944,43.59891960615616,42.517697207614006,44.21361933544043,46.389387251806355,46.631258718274225,43.517949851300756,44.564794158707954,46.0294698133262,45.53966864500197,46.699787908224295,45.87931778235662,43.28429128828262,45.87057837513808,44.54690986206664
2025-02-11,44.809981019954044,43.73655074986114,45.57453732766372,45.68856730934651,43.55326145077696,46.501654010332615,45.45291306376497,47.45322563868243,45.61742574489129,48.227811041841505,41.46849746643798,44.4920688114057,43.062741209207616,44.31806899085247,44.878307032113995,46.930227367978276,45.14159925735365,45.20097490673673,47.12343016717595,44.28723602036909,46.99378900107588,47.748825514636266,43.48512572764109,45.35035637758918,45.0649347697533
2025-02-12,44.868114221904285,44.563328893925544,45.578531115839894,45.14122739081324,43.849450597261345,46.086314257482584,45.44208417143908,47.84403418838466,45.58882230524675,47.407166768629644,41.66140753024055,44.016919770866174,43.591161822702105,46.51039009955653,44.47756969191725,46.138488628471116,44.12255292243245,44.1713863454788,48.0872963456044,44.86420973196628,46.93341295848853,48.35619147978218,43.83374813248537,45.71275323934966,45.379555927399096
2025-02-13,44.84505978012676,46.5410297070009,47.270003484977025,44.1797271900045,44.05853444443183,45.47905731111176,46.50741968539013,47.07998740399742,47.48063702089207,49.00890857593573,41.9385819725092,44.43614628278182,44.200266628837895,47.181421267693935,44.63759378867438,46.17921853019823,45.14106141934758,45.61488239884716,47.545873315642126,45.09843907693071,47.411679430970416,48.23795447884318,45.75438271618671,46.61957654706542,47.15159213762516
2025-02-14,45.4046361124294,46.27846009850839,47.45506430262985,44.6454358088579,46.129592126978054,44.85911694151491,46.63982546035827,46.39187453847279,46.382968846184916,47.73170413986018,43.33457623760009,42.61405505419741,44.27369650396501,46.66173086840314,45.22748452983187,46.49400400525344,44.294974998831414,46.62382237287014,47.59079887736123,46.88196907165451,45.87342910280779,46.68550521410921,44.9540994990095,47.31397167267704,46.46963812870787
2025-02-15,54.44455061164492,56.54410888354587,56.533573783211516,56.068308921730335,55.69170180411819,55.56651403992554,55.66187978214097,56.318040766694814,57.4810320130289,58.32749724653385,53.14289082382014,54.07705597084912,54.9500958637716,56.332636853549005,56.80144299095946,56.3646706292443,55.38675517036539,55.55381612956382,56.47141575642775,56.92657333125245,54.69318625688622,56.98408499578548,55.048743193883574,57.14463643991312,55.101571720442465
2025-02-16,55.38142544604838,54.873376300307775,55.84710732594034,56.96839175145028,55.457738312438075,54.69665772168089,56.44283046991058,58.39056968194646,57.57349722168066,58.32957331670643,54.47344617575469,52.60151033521724,54.33536798980902,55.90192769625597,57.07535994680855,59.182835567886976,54.67362643707177,54.59340586963889,56.67405692505909,57.60328306442397,56.4523403388295,56.50131474902092,53.61705670141359,57.085964604912284,55.302654897887315
2025-02-17,47.20142067383351,46.61702684416497,46.139882837825105,46.60855428107789,45.149897690839154,45.688324768431826,44.81712976043035,49.317315933091116,47.27534398916167,48.187376332444515,43.605968172031,43.724524879348195,43.786402012471676,47.71155080105589,47.59978469726931,47.812085906253564,45.46907511987835,45.27207263336035,46.45154609815379,48.33799105914535,46.64412386675322,45.46589391935651,45.54099812108214,46.55306149364986,46.77379447842071
2025-02-18,47.07348618515613,45.74466329667862,47.56183712388282,48.69064608518525,45.913660838560645,46.29980012615578,46.09543262360719,49.769235649592034,46.36402823056508,49.711293239195825,44.27861067499488,44.536991928881164,43.67140969374225,47.21294865978055,45.64846372248603,47.42785476393168,47.774963815350766,45.20496229056732,46.786147019858056,47.71672189112139,46.94055196017655,46.55852730186065,46.32402395561786,45.8488129640659,47.07239710295988
2025-02-19,46.81360421461994,45.84306141087043,46.52167756903739,48.50367187577873,46.50431758782385,45.83878936869576,45.65668782341895,49.32565692041746,45.825364608229236,49.114261485099235,44.04882808167836,44.56530886726247,43.80917538757274,48.42711997151926,45.51077335550053,46.22390675351656,46.55215842362304,43.62251929026131,46.96760813023149,48.31568566476748,46.790670160665705,46.77139275484003,46.738030876120206,46.13154492156018,46.48101801640035
2025-02-20,45.90992552670532,47.54069468397283,47.130704475814895,47.48638260465283,45.89488622678231,45.205917162940125,46.564396024255416,47.75478224997992,47.39131052267429,50.99777335089023,43.5455148244424,46.035969337889256,44.35159652593384,48.09814030546458,46.360123401174704,46.14381576332926,46.79827688172689,44.942995213043986,45.97987613387342,48.00146397319415,47.40574832039995,46.61470855044107,48.27310127417376,46.81412159475197,47.26364525039395
2025-02-21,45.67874242056922,47.44220211212401,46.51135627613958,47.50635794692165,46.538716483682116,44.5032176594099,46.89350909025501,46.39018894382143,45.97409574980526,49.606248997302714,44.199463048653435,45.304273289415875,44.645976767372034,46.86416343808419,47.3838790001041,46.379821005893916,45.23740828351809,46.17984222155049,46.19373007204613,49.05585844448632,46.42542850520191,45.19573067410233,47.101659795297714,47.06361016799066,46.178303797015914
2025-02-22,54.40315835387932,57.894402595074084,55.35068827799238,58.17130594967656,55.07065815529228,55.039110759101646,56.32476155870443,55.74185895758686,56.64465639934957,59.4556795852712,53.73019728436264,57.19707319242596,55.74465011910186,56.11895157273665,58.676904355218056,56.046162369476306,56.05369327623698,55.38353051787635,55.802637280031256,58.584218799038744,56.01228407653947,55.63264977291624,57.190605857073955,56.38631026589751,55.11842053702505
2025-02-23,55.34434822576125,55.98940868222842,54.9896630357036,58.12413287624437,54.799785119627046,53.923408173414785,57.39507177013023,57.26043380048496,56.26620164854569,58.250334398701355,55.3211511507118,55.11291017795884,55.63256922463563,55.32905338306941,58.11188585303735,58.70378011886934,55.37587159443188,54.52433436928342,56.90770325262602,59.02303322518932,58.22995854695091,55.256483134732996,55.97030769277715,55.985870248689515,55.81534881451304
2025-02-24,47.052658440051076,47.02927444115293,45.84053150380599,46.80617295845029,45.10591113445,44.613494388901685,45.61387552396855,47.66843320812555,45.62095386496257,46.900284233270256,44.868314966652036,44.85061714382109,45.509488927994425,46.63540738160852,47.79588039686834,47.58479074693986,46.11887168329909,45.19407089095536,47.31527145706548,49.518873905675086,48.16126253479872,44.34291707030836,47.81571179830932,45.3581146399044,47.295751665839724
2025-02-25,46.49819201408937,45.39511534192023,47.62949810402387,48.129678838688136,46.194052606171496,44.86705955769632,46.20643303823039,47.793736324008876,44.582688401857695,47.64766012459389,45.56482490422465,44.238272869426936,45.57337841774739,45.57999488368528,45.363032346038274,48.005984378304056,48.08550556735132,45.25058848936237,47.80124698108786,48.34026086972228,47.528057599468404,45.55776947081469,47.901997118946426,44.678518106209374,46.92414475272048
2025-02-26,45.79058061439796,45.201125869714645,46.56834354230135,47.54628239707157,46.16514385509024,43.99665227811945,44.791227581967505,47.38235009823849,44.07465878555463,46.844010968595754,44.71730154113033,43.48890978489997,45.52557806194121,46.512912377432656,44.90302961672691,47.78260617742339,46.45298908659388,44.06024064939969,47.77626744172605,48.04387528469232,46.2604744836906,45.73672664156145,47.250004931968746,44.928080896894066,45.43929266456456
2025-02-27,44.93903881701732,47.269202438925014,46.91071378131909,46.51705992590357,44.22784282959137,42.95378169814647,44.851514256190626,46.183633677974626,45.691421729167075,48.914145962355704,43.219300771186624,45.007522120666664,45.52441821535841,46.42403053382215,45.07954805532346,48.13359217975437,46.602992081956785,45.87582355226262,46.49895339881458,46.81998880300891,46.100382950111474,45.18486980098034,48.01783492363887,45.5049356422509,45.760648855777745
2025-02-28,45.47332127086946,47.89949279032419,46.073741544019285,46.76306383287711,43.73962453190062,41.938051901532006,44.784046388812556,45.2711521348724,44.29389559615692,47.80499236605766,43.078191422052996,44.79077736630742,45.059048504865785,45.831216123363944,44.88510051651062,47.723422316768094,45.365352487391206,47.32960118811803,46.514226894845805,47.32623919124629,44.879374201472274,42.959037474358894,46.8680958171811,45.76518594693664,44.867011430132735
2025-03-01,55.29725936692143,58.88799531035001,54.89197016333794,57.650867828882056,52.09394104249576,52.347408636942724,54.28880748416532,54.8215325993304,55.0487004683753,57.834091884540456,52.454444268928455,57.1459858920651,55.38406519979115,55.68340248027047,54.89396894014405,55.78482690118402,56.57693896754412,56.16732050467027,55.978637008212914,56.74184709327472,54.55180192226706,52.41026331803525,57.59925108947277,55.415435794818656,54.22480509974371
2025-03-02,56.95514959281353,56.9610021421131,54.578932830103405,57.6229141768445,52.574141575599256,51.30965768308564,55.63922731405188,56.135781856086574,54.94715073738432,56.676954860668054,54.52676976130699,55.207140943958635,54.631995398147744,55.0247323454991,53.81426818544621,56.59162054726145,55.86323247872112,54.37294010286736,56.84236261326512,57.19350726673449,56.851742342162396,51.29850889244193,56.91517463241414,55.61792862326044,54.898496293326275
2025-03-03,48.52029093845532,47.47749200819918,45.29615405037488,46.06420883587487,43.85235472530293,42.21928469152646,44.01514691530572,46.079690598721385,44.750813918594815,45.29278786565048,44.80488486324241,44.860685742771466,44.02680345106551,45.934136722682084,44.192427537220496,44.16054021756405,45.97253182789081,43.86320886543241,46.81799332245826,47.40796585458308,46.73209442536796,40.260765248208585,48.514413691157415,45.523938595061665,45.646040604558024
2025-03-04,47.10469642675881,45.16896681304912,46.65848051828635,46.97921939945855,45.43336602366125,42.74728696413996,44.48121565814158,45.76656586205956,44.10650938418706,45.92754535282715,46.0477125783253,44.12558743974428,43.69631528249246,44.267378695836285,43.217173672418006,44.11926864837678,47.07864353763341,42.90707663606135,46.71316992778904,45.50629857943984,46.04090836736788,42.01241196579012,47.511429727683264,44.88120170483829,44.22606709982027
2025-03-05,45.42647276800139,44.45849445542301,45.008184869301004,45.97789312758443,45.312352890903796,42.1635563734896,42.740469572265155,45.09226632099774,43.65182257730746,44.86776529416507,45.36245976774223,43.21569262604945,43.272881681562836,44.74559758844762,43.91764455522034,44.008516777554746,44.95925553435012,41.13467435123296,46.02054196775257,44.315984999142714,44.863691313261654,43.091889477021326,45.49603321509426,44.49298548229859,42.08421417163116
